id_commande,id_client,date_commande,produit,quantite,prix_unitaire
1481,75,2024-02-04,Clavier Mécanique,1.0,150.25$
1482,22,2025-06-11,Écran 4K,,850.99$
1483,98,2025-03-16,Clavier Mécanique,1.0,150.25$
1484,20,2024-10-31,Écran 4K,1.0,850.99$
1485,28,2025-03-14,Webcam HD,1.0,99.99$
1486,22,2024-10-12,Écran 4K,1.0,850.99$
1487,81,2024-02-12,Laptop Pro,2.0,1200.50$
1488,34,2024-09-09,Écran 4K,1.0,850.99$
1489,49,2024-10-14,Laptop Pro,1.0,1200.50$
1490,4,2024-10-21,Webcam HD,1.0,99.99$
1491,97,2023-09-01,Laptop Pro,,1200.50$
1492,7,2025-06-21,Laptop Pro,1.0,1200.50$
1493,3,2023-08-07,Écran 4K,,850.99$
1494,94,2024-05-27,Souris Gamer,1.0,75.00$
1495,77,2025-02-04,Webcam HD,2.0,99.99$
1496,100,2024-06-15,Laptop Pro,1.0,1200.50$
1497,35,2024-11-18,Souris Gamer,1.0,75.00$
1498,52,2025-03-20,Webcam HD,1.0,99.99$
1499,29,2023-11-20,Webcam HD,3.0,99.99$
1500,4,2025-02-16,Webcam HD,,99.99$
